objname,RAJ2000,DECJ2000,z_phot_DE,z_spec_DE,z_spec_SRC,r_mag_DE,g_mag_SRC,catalogue,catalogue_objname,catalogue_objid,duplicated,duplicated_objname,,,link to AGEL Measured Redshifts,link to Spectral Observations Tally,z_spec_SRC_Spectral_Observations_Tally,link to SDSS Spectra,z_spec from SDSS (deflector),Photometry Observations Tally,Proposal_ID (from Photometry Observations Tally),AGEL Measured Redshifts,Start date,End date,2d/1d spectra,Last Modified By,Last Modified
AGEL060508-335342A,91.2815,-33.8949,,0.472,,20.38,,Huang+2021,DESI-091.2815-33.8949,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:05pm
AGEL025517-164053A,43.8215,-16.6815,,0.503,,20.54,,Huang+2021,DESI-043.8215-16.6815,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:48pm
AGEL085033+403711A,132.6382,40.6196,,0.414,,20.26,,Huang+2021,DESI-132.6382+40.6196,0,,,,,,,,AGEL085033+403711A,0.4880285,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL095140+073032A,147.9185,7.509,,0.353,,18.63,,Huang+2021,DESI-147.9185+07.5090,0,,,,,,,,AGEL095140+073032A,0.3349262,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL044458-073603A,71.24,-7.6007,,0.354,,18.89,,Huang+2021,DESI-071.2400-07.6007,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:59pm
AGEL085413-042409A,133.5530834,-4.40257156,,,,20.45,21.8,Jacobs+2019_DECaLS,DCLS0854-0424,8964613,Huang+2020,DESI-133.5531-04.4026,,,,AGEL085413-042409A,2.393,,,AGEL085413-042409A,GLAZEBROOK_16773_HST,,,,,Tania Barone,20/4/2022 3:09pm
AGEL022649-090421A,36.7023,-9.0726,0.49,0.456,,,,Gavazzi2014_SL2S,022648-090421,0,,,,,,,,AGEL022649-090421A,0.4566194,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL232757+134149A,351.987,13.6969,,0.47,,21,,Canameras2020,PS1J2327+1341,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:38pm
AGEL010609-001250A,16.5355,-0.2139,,0.197,,17.16,,Huang+2020,DESI-016.5355-00.2139,0,,,,,,,,AGEL010609-001250A,0.1970685,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL015942+293557A,29.923,29.5992,,0.344,,19.19,,Huang+2021,DESI-029.9230+29.5992,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:38pm
AGEL005423-054238A,13.5957,-5.7105,,0.504,,19.59,,Huang+2020,DESI-013.5957-05.7105,0,,,,,,,,AGEL005423-054238A,0.5035919,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL230824+285954A,347.1009,28.9983,,0.395,,21.03,,Huang+2021,DESI-347.1009+28.9983,0,,,,,,,,AGEL230824+285954A,0.6335804,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL001531+242710A,3.8795,24.4528,,0.597,,19.33,,Huang+2021,DESI-003.8795+24.4528,0,,,,,,,,AGEL001531+242710A,0.5708812,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL110818-014302A,167.075,-1.71722,,0.471,,21.38,,Canameras2020,PS1J1108-0143,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:15pm
AGEL120737+525503A,181.9031,52.9176,,0.343,,18.03,,Huang+2021,DESI-181.9031+52.9176,0,,,,,,,,AGEL120737+525503A,0.273378,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL083818+221802A,129.575,22.3006,,0.524,,21,,Canameras2020,PS1J0838+2218,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:08pm
AGEL040823-532714A,62.094394,-53.453936,0.62,,,20.59,25.17,Diehl+2017,J0408-5327,0,,,,,AGEL040823-532714A,    AGEL040823-532714A,TBD,,,,,,,,,Tania Barone,13/1/2022 5:29pm
AGEL014523+045128A,26.3453,4.8579,,0.335,,19.15,,Huang+2021,DESI-026.3453+04.8579,0,,,,,,,,AGEL014523+045128A,0.3500854,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL010257-291122A,15.739542,-29.189388,0.41,,,18.11,21.26,Jacobs+2019_DES,DESJ0102-2911,291358790,Li+2020_KiDS,J010257.486-291121.76,,,,AGEL010257-291122A,0.8149,,,,,,,,,Tania Barone,3/2/2022 3:46pm
AGEL121014+284327A,182.5596,28.7243,,0.296,,20.23,,Huang+2021,DESI-182.5596+28.7243,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:17pm
AGEL020833-071414A,32.1379,-7.2372,0.42,0.428,,,,Gavazzi2014_SL2S,020833-071414,0,,,,,,,,AGEL020833-071414A,0.4267387,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL224836+201510A,342.1516,20.2529,,0.585,,20.8,,Huang+2021,DESI-342.1516+20.2529,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:36pm
AGEL144137+501447A,220.4044,50.2463,,0.542,,21.05,,Huang+2021,DESI-220.4044+50.2463,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:24pm
AGEL113641+163356A,174.171,16.5656,,0.424,,20.75,,Canameras2020,PS1J1136+1633,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:16pm
AGEL130143+412329A,195.429,41.3914,,0.281,,19.55,,Canameras2020,PS1J1301+4123,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:19pm
AGEL013408-072813A,23.5329,-7.4703,,0.262,,17.21,,Huang+2021,DESI-023.5329-07.4703,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:35pm
AGEL164940+304909A,252.417,30.8192,,0.41,,20.32,,Canameras2020,PS1J1649+3049,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:28pm
AGEL020707-272645A,31.77773,-27.44577,0.42,,,18.76,19.2,Jacobs+2019_DES,DESJ0207-2726,79306856,Huang+2021,DESI-031.7778-27.4457,,,,AGEL020707-272645A,1.68,,,,,,,,redshift_solution.png (https://dl.airtable.com/.attachments/c1e8a005c7a1bdc0f397846a01272d4f/914e0ce5/redshift_solution.png),Tania Barone,1/5/2022 12:37am
AGEL114807+134730A,177.029,13.7917,,0.305,,19.77,,Canameras2020,PS1J1148+1347,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:16pm
AGEL144005+235136A,220.0226,23.8599,,0.413,,18.62,,Huang+2021,DESI-220.0226+23.8599,0,,,,,,,,AGEL144005+235136A,0.4079277,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL083948+303742A,129.9505,30.6284,,0.665,,20.87,,Huang+2021,DESI-129.9505+30.6284,0,,,,,,,,AGEL083948+303742A,0.7648462,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL024303-000600A,40.76267,-0.10005,0.45,,,19.02,21.37,Jacobs+2019_DES,DESJ0243-0006,316036876,"Jacobs+2019_DECaLS,Huang+2021","DCLS0243-0006,DESI-040.7627-00.1001",,,"AGEL024303-000600A,AGEL024303-000600A",AGEL024303-000600A,1.728,AGEL024303-000600A,0.3674733,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL135441+190813A,208.6688,19.137,,0.585,,20.73,,Huang+2021,DESI-208.6688+19.1370,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:21pm
AGEL203459+001636A,308.7438905,0.27654937,,,,19.88,21.38,Jacobs+2019_DECaLS,DCLS2034+0016,1727734,,,,,,AGEL203459+001636A,n/a,,,,,,,,,Tania Barone,13/1/2022 5:29pm
AGEL100751+043639A,151.9618,4.6107,,0.155,,18.64,,Huang+2021,DESI-151.9618+04.6107,0,,,,,,,,AGEL100751+043639A,0.3605044,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL073605+211815A,114.0195,21.3041,,0.453,,18.11,,Huang+2021,DESI-114.0195+21.3041,0,,,,,,,,AGEL073605+211815A,0.4532978,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL022653+001660A,36.7198,0.2833,,0.302,,18.32,,Huang+2020,DESI-036.7198+00.2833,0,,,,,,,,AGEL022653+001660A,0.3019347,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL022537-041518A,36.4031,-4.255,,0.556,,20.32,,Huang+2020,DESI-036.4031-04.2550,0,Gavazzi2014_SL2S,022536-041517,,,,,,AGEL022537-041518A,0.5556828,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL020641-020019A,31.6715,-2.0052,,0.701,,19.81,,Huang+2021,DESI-031.6715-02.0052,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:40pm
AGEL163621+274257A,249.0881,27.7159,,0.334,,18.07,,Huang+2021,DESI-249.0881+27.7159,0,,,,,,,,AGEL163621+274257A,0.3989428,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL083450+144349A,128.708,14.7303,,0.256,,19.49,,Canameras2020,PS1J0834+1443,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:07pm
AGEL003150-004050A,7.9602,-0.6805,,0.481,,19.63,,Huang+2021,DESI-007.9602-00.6805,0,,,,,,,,AGEL003150-004050A,0.475705,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL110759+040922A,166.9974,4.156,,0.336,,17.12,,Huang+2021,DESI-166.9974+04.1560,0,,,,,,,,AGEL110759+040922A,0.3525462,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL101807-000812A,154.5307,-0.1368,,0.372,,18.59,,Huang+2020,DESI-154.5307-00.1368,0,,,,,,AGEL101807-000812A,2.59,AGEL101807-000812A,0.3718251,AGEL101807-000812A,HUANG_15867_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL021709-091219A,34.2874,-9.2052,,0.187,,16.58,,Huang+2021,DESI-034.2874-09.2052,0,,,,,,,,AGEL021709-091219A,0.2222503,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL084235+302201A,130.6476,30.367,,0.504,,22.4,,Huang+2021,DESI-130.6476+30.3670,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:08pm
AGEL231333-000246A,348.3888,-0.046,,0.564,,21.55,,Huang+2021,DESI-348.3888-00.0460,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:37pm
AGEL160309+333036A,240.787,33.51,,0.465,,20.95,,Canameras2020,PS1J1603+3330,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:27pm
AGEL112248+251601A,170.6983,25.2669,,0.431,,18.11,,Huang+2020,DESI-170.6983+25.2669,0,,,,,,,,AGEL112248+251601A,0.4310053,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL084225+102502A,130.6033,10.4171,,0.485,,20.04,,Huang+2021,DESI-130.6033+10.4171,0,,,,,,,,AGEL084225+102502A,0.5346184,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL090728+423302A,136.867,42.5506,,0.495,,20.4,,Canameras2020,PS1J0907+4233,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:10pm
AGEL004209-095808A,10.5365,-9.9688,,0.417,,19.2,,Huang+2021,DESI-010.5365-09.9688,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:28pm
AGEL020904+034158A,32.2674,3.6995,,0.289,,19.16,,Huang+2021,DESI-032.2674+03.6995,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:40pm
AGEL101304+101133A,153.2654,10.1926,,0.423,,19.54,,Huang+2021,DESI-153.2654+10.1926,0,,,,,,,,AGEL101304+101133A,0.5161431,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL113411+170236A,173.5474,17.0433,,0.666,,19.6,,Huang+2021,DESI-173.5474+17.0433,0,,,,,,,,AGEL113411+170236A,0.6048714,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL135560+194326A,208.9997,19.7239,,0.382,,20.87,,Huang+2021,DESI-208.9997+19.7239,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:21pm
AGEL140614+520254A,211.5594,52.0482,0.51,0.48,,,,Gavazzi2014_SL2S,140614+520253,0,,,,,,,,AGEL140614+520254A,0.4797356,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL033022+004009A,52.5899,0.6691,,0.492,,19.29,,Huang+2021,DESI-052.5899+00.6691,0,,,,,,,,AGEL033022+004009A,0.4812116,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL142719-064515A,216.8279587,-6.75412601,,,,17.14,18.64,Jacobs+2019_DECaLS,DCLS1427-0645,20492527,Huang+2020,DESI-216.8280-06.7541,,,AGEL142719-064515A,AGEL142719-064515A,1.512,,,AGEL142719-064515A,GLAZEBROOK_16773_HST,,,,Screenshot from 2022-05-10 20-02-56.png (https://dl.airtable.com/.attachments/371067d8eafebbc1558422555ae897b7/5ce6ebfd/Screenshotfrom2022-05-1020-02-56.png),Tania Barone,26/4/2022 11:36am
AGEL025052-552412A,42.71781,-55.40325,0.75,,,21.63,22.71,Jacobs+2019_DES,DESJ0250-5524,331348861,,,,,,AGEL025052-552412A,2.478,,,,,,,,"DESJ0250-5524_lens.png (https://dl.airtable.com/.attachments/7ce12a0269d01a93bc5639a7501258ae/3a89cd85/DESJ0250-5524_lens.png),DESJ0250-5524_OIII5006_4959_Hbeta.png (https://dl.airtable.com/.attachments/bb299cabc69884b479a6109bdd4973a4/e8cac519/DESJ0250-5524_OIII5006_4959_Hbeta.png)",Tania Barone,13/1/2022 5:29pm
AGEL074514+333757A,116.3092,33.6326,,0.564,,20.94,,Huang+2021,DESI-116.3092+33.6326,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:06pm
AGEL111311+235639A,168.2943,23.9443,,0.336,,15.82,,Huang+2020,DESI-168.2943+23.9443,0,,,,,,,,AGEL111311+235639A,0.3361405,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL010015-001618A,15.0641,-0.2718,,0.429,,19.31,,Huang+2020,DESI-015.0641-00.2718,0,,,,,,,,AGEL010015-001618A,0.4286546,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL143803+490733A,219.512,49.1258,,0.593,,21.52,,Canameras2020,PS1J1438+4907,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:24pm
AGEL084943+294328A,132.4294072,29.72437048,,,,20.1,21.59,Jacobs+2019_DECaLS,DCLS0849+2943,8787997,,,,,,AGEL084943+294328A,2.055,AGEL084943+294328A,0.6798605,,,,,,,Nandini Sahu,20/1/2023 11:34am
AGEL120607+300648A,181.5279,30.1133,,0.319,,18.12,,Huang+2021,DESI-181.5279+30.1133,0,,,,,,,,AGEL120607+300648A,0.3407466,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL000645-442950A,1.68592,-44.49735,0.53,,,20.29,21,Jacobs+2019_DES,DESJ0006-4429,142775105,Diehl+2017,J0006-4429,,,,"AGEL000645-442950A,AGEL000645-442950B","2.096918, 2.096790",,,AGEL000645-442950A,GLAZEBROOK_16773_HST,,,,"DESJ0006-4429_lens.png (https://dl.airtable.com/.attachments/65a742f86bcea2a98acda469e6feb53b/a359b843/DESJ0006-4429_lens.png),DESJ0006-4429_fig0.png (https://dl.airtable.com/.attachments/7f664b090e6c2dafdc195204086b1d4d/40c097be/DESJ0006-4429_fig0.png),DESJ0006-4429_lens.png (https://dl.airtable.com/.attachments/d0c0e47594c7ac1a8044843a4536ba9b/074b0f78/DESJ0006-4429_lens.png),DESJ0006-4429_OIII5006_4959_Hbeta.png (https://dl.airtable.com/.attachments/70026bca3e293ff3e4163aac63f01971/a410083c/DESJ0006-4429_OIII5006_4959_Hbeta.png)",Tania Barone,24/10/2022 4:50pm
AGEL154403+261016A,236.0113,26.1712,,0.336,,20.14,,Huang+2021,DESI-236.0113+26.1712,0,,,,,,,,AGEL154403+261016A,0.7162836,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL224712-020538A,341.8012,-2.0939,,0.354,,18.17,,Huang+2021,DESI-341.8012-02.0939,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:36pm
AGEL022648-040610A,36.7016,-4.1029,0.82,0.766,,,,Gavazzi2014_SL2S,022648-040610,0,,,,,,,,AGEL022648-040610A,0.7663667,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL022904-061938A,37.2667,-6.32722,,0.19,,19,,Canameras2020,PS1J0229-0619,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:45pm
AGEL095101+082457A,147.7529,8.4157,,0.699,,18.2,,Huang+2021,DESI-147.7529+08.4157,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:11pm
AGEL230822-021132A,347.0926,-2.1923,,0.358,,19.97,,Huang+2021,DESI-347.0926-02.1923,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:37pm
AGEL003213+112514A,8.0561,11.4205,,0.384,,20.41,,Huang+2021,DESI-008.0561+11.4205,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:27pm
AGEL113603+521411A,174.0108,52.2363,,0.54,,19.91,,Huang+2021,DESI-174.0108+52.2363,0,Canameras2020,PS1J1136+5214,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:16pm
AGEL231108+052950A,347.7824,5.4971,,0.588,,18.94,,Huang+2021,DESI-347.7824+05.4971,0,,,,,,,,AGEL231108+052950A,0.7210627,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL165742+344858A,254.4235,34.8162,,0.578,,20.88,,Huang+2021,DESI-254.4235+34.8162,0,,,,,AGEL165742+344858A,AGEL165742+344858A,2.465,,,AGEL165742+344858A,HUANG_15867_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL114159+191815A,175.4961132,19.30405799,,,,19.83,21.06,Jacobs+2019_DECaLS,DCLS1141+1918,3022745,Huang+2021,DESI-175.4961+19.3041,,,,AGEL114159+191815A,3,AGEL114159+191815A,1.442562,,,,,,,Nandini Sahu,20/1/2023 11:53am
AGEL210933+050844A,317.3884,5.1456,,0.564,,19.56,,Huang+2020,DESI-317.3884+05.1456,0,,,,,,,,AGEL210933+050844A,0.5642664,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL094412+322039A,146.0493047,32.34410368,,,,19.76,21.1,Jacobs+2019_DECaLS,DCLS0944+3220,11104386,Canameras2020,PS1J0944+3220,,,AGEL094412+322039A,AGEL094412+322039A,2.827,AGEL094412+322039A,0.5952291,AGEL094412+322039A,GLAZEBROOK_16773_HST,,,,,Nandini Sahu,14/10/2022 1:08pm
AGEL124032+450903A,190.1345,45.1508,,0.226,,18.24,,Huang+2021,DESI-190.1345+45.1508,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:18pm
AGEL105324+094111A,163.3484,9.6864,,0.53,,20.53,,Huang+2021,DESI-163.3484+09.6864,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:14pm
AGEL124453+041316A,191.2226,4.221,,0.326,,18.22,,Huang+2021,DESI-191.2226+04.2210,0,,,,,,,,AGEL124453+041316A,0.3217948,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL002213-042816A,5.5523,-4.471,,0.601,,20.17,,Huang+2021,DESI-005.5523-04.4710,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:26pm
AGEL014335+052011A,25.8949,5.3365,,0.527,,19.63,,Huang+2021,DESI-025.8949+05.3365,0,,,,,,,,AGEL014335+052011A,0.5594665,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL143218+070320A,218.0748,7.0556,,0.564,,21.27,,Huang+2021,DESI-218.0748+07.0556,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:24pm
AGEL232128-463049A,350.368208,-46.513706,0.64,,,20.35,21.14,Jacobs+2019_DES,DESJ2321-4630,126963595,Diehl+2017,J2321-4630,,,,AGEL232128-463049A,1.7487,,,AGEL232128-463049A,GLAZEBROOK_16773_HST,,,,,Tania Barone,18/5/2022 11:30am
AGEL234359-003022A,355.996,-0.506111,,0.181,,18.71,,Canameras2020,PS1J2343-0030,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:39pm
AGEL030833-174003A,47.1385,-17.6676,,0.197,,20.5,,Huang+2021,DESI-047.1385-17.6676,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:50pm
AGEL151353+141003A,228.4698,14.1675,,0.577,,20.89,,Huang+2021,DESI-228.4698+14.1675,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:25pm
AGEL151009+203725A,227.5364,20.6236,,0.585,,20.31,,Huang+2021,DESI-227.5364+20.6236,0,,,,,,,,,,AGEL151009+203725A,HUANG_15867_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL010036+234613A,15.15,23.7703,,0.298,,19.62,,Canameras2020,PS1J0100+2346,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:30pm
AGEL134046+383254A,205.191,38.5483,,0.633,,20.44,,Huang+2021,DESI-205.1910+38.5483,0,,,,,,,,AGEL134046+383254A,0.6961497,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL230631+272819A,346.6288,27.472,,0.526,,20.87,,Huang+2021,DESI-346.6288+27.4720,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:37pm
AGEL103148+434257A,157.952,43.7158,,0.441,,18.55,,Huang+2021,DESI-157.9520+43.7158,0,Canameras2020,PS1J1031+4342,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:13pm
AGEL014504-045551A,26.26791,-4.93084,0.6,,,20.97,21.13,Jacobs+2019_DES,DESJ0145-0455,266806536,"Jacobs+2019_DECaLS,CASSOWARY,Canameras2020","DCLS0145-0455,CSWA103,PS1J0145-0455",,,AGEL014504-045551A,AGEL014504-045551A,1.96,,,,,,,,Screenshot from 2022-05-10 19-43-34.png (https://dl.airtable.com/.attachments/8ab105ddd6ff4772fe8000e2e7f34aa9/b65d629e/Screenshotfrom2022-05-1019-43-34.png),Tania Barone,13/1/2022 5:29pm
AGEL132312+381305A,200.7983,38.218,,0.508,,19.86,,Huang+2021,DESI-200.7983+38.2180,0,,,,,,,,AGEL132312+381305A,0.4565639,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL225814+170902A,344.5567,17.1506,,0.665,,20.81,,Huang+2021,DESI-344.5567+17.1506,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:36pm
AGEL085846+094658A,134.692,9.78278,,0.454,,20.78,,Canameras2020,PS1J0858+0946,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:09pm
AGEL013214+032624A,23.0583,3.4399,,0.579,,20.26,,Huang+2021,DESI-023.0583+03.4399,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:34pm
AGEL022709-471856A,36.787341,-47.315499,0.68,0.603,,20.18,22.19,Jacobs+2019_DES,DESJ0227-4718,118887468,,,,,AGEL022709-471856A,    AGEL022709-471856A,TBD,,,AGEL022709-471856A,GLAZEBROOK_16773_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL022434-000228A,36.1436,-0.0411,,0.785,,20.33,,Huang+2020,DESI-036.1436-00.0411,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:43pm
AGEL030540-293416A,46.4172,-29.5712,,0.62,,18.61,,Huang+2021,DESI-046.4172-29.5712,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:49pm
AGEL134940+383008A,207.4187,38.5022,,0.582,,19.41,,Huang+2021,DESI-207.4187+38.5022,0,,,,,,,,AGEL134940+383008A,0.5784205,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL133002+475331A,202.5096,47.8919,,0.267,,18.81,,Huang+2021,DESI-202.5096+47.8919,0,,,,,,,,AGEL133002+475331A,0.3296168,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL230522-000212A,346.34025,-0.03655,0.51,1.83,,20.61,21.65,Jacobs+2019_DES,DESJ2305-0002,112454911,Jacobs+2019_DECaLS,DCLS2305-0002,,,AGEL230522-000212A,AGEL230522-000212A,1.837,AGEL230522-000212A,0.4920567,,,,,,"Screenshot from 2022-05-10 12-17-24.png (https://dl.airtable.com/.attachments/11849adab407385dca8adb0ad0c6bbbd/0da7a528/Screenshotfrom2022-05-1012-17-24.png),Screenshot from 2022-05-10 12-17-12.png (https://dl.airtable.com/.attachments/1910f5b209b1e47e05940b1e5c63c07d/479101a4/Screenshotfrom2022-05-1012-17-12.png),Screenshot from 2022-05-10 12-28-33.png (https://dl.airtable.com/.attachments/c5c33ebda1421d5879f1538ca65a8709/46afabc3/Screenshotfrom2022-05-1012-28-33.png)",Tania Barone,25/1/2022 6:39pm
AGEL111124+140850A,167.8517,14.1473,,0.221,,16.44,,Huang+2020,DESI-167.8517+14.1473,0,,,,,,,,AGEL111124+140850A,0.2210653,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL161821+543019A,244.5857,54.5052,,0.362,,21.43,,Huang+2021,DESI-244.5857+54.5052,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:27pm
AGEL004405-044821A,11.0219,-4.8058,,0.772,,21.1,,Huang+2020,DESI-011.0219-04.8058,0,,,,,,,,AGEL004405-044821A,0.7722548,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL222007-002506A,335.0307,-0.4182,0.34,0.911,,,,Gavazzi2014_SL2S,222007-002505,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:34pm
AGEL081011-015708A,122.5445,-1.9522,,0.635,,21.16,,Huang+2021,DESI-122.5445-01.9522,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:07pm
AGEL013355-643413A,23.47773,-64.57028,0.39,,,18.46,19.71,Jacobs+2019_DES,DESJ0133-6434,231207919,,,,,,AGEL013355-643413A,2.0931,,,AGEL013355-643413A,GLAZEBROOK_16773_HST,,,,"DESJ0133-6434_lens.png (https://dl.airtable.com/.attachments/d5741ebced553fbb5f42b3b1c605c7dc/d3eba1e0/DESJ0133-6434_lens.png),DESJ0133-6434_OIII5006_4959_Hbeta.png (https://dl.airtable.com/.attachments/23761e89862a81214bb71f97dfa4f0d5/814268ca/DESJ0133-6434_OIII5006_4959_Hbeta.png)",Tania Barone,4/2/2022 3:18pm
AGEL133041+044015A,202.669,4.6707,,0.336,,17.21,,Huang+2020,DESI-202.6690+04.6707,0,,,,,AGEL133041+044015A,AGEL133041+044015A,1.168,AGEL133041+044015A,0.3363107,AGEL133041+044015A,HUANG_15867_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL154103+130811A,235.262,13.1364,,0.602,,21.82,,Canameras2020,PS1J1541+1308,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:26pm
AGEL012956-023955A,22.4814,-2.6654,,0.5,,19.89,,Huang+2021,DESI-022.4814-02.6654,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:34pm
AGEL024249-003520A,40.7053,-0.5888,,0.412,,20.22,,Huang+2020,DESI-040.7053-00.5888,0,,,,,,,,AGEL024249-003520A,0.4118319,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL170944+315417A,257.4348,31.9046,,0.367,,20.62,,Huang+2021,DESI-257.4348+31.9046,0,,,,,,AGEL170944+315417A,2.12,,,AGEL170944+315417A,HUANG_15867_HST,,,,,Tania Barone,14/3/2022 9:13am
AGEL002102-263237A,5.2593,-26.5437,,0.455,,21.31,,Huang+2021,DESI-005.2593-26.5437,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:26pm
AGEL101715+022919A,154.3116,2.4885,,0.358,,17.68,,Huang+2020,DESI-154.3116+02.4885,0,,,,,,,,AGEL101715+022919A,0.3576221,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL031909-073004A,49.7855,-7.5011,,0.476,,19.09,,Huang+2021,DESI-049.7855-07.5011,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:51pm
